page,Merek_Laptop,Nama_Laptop,Harga,Link_Produk
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,Ace,Ace-Pad S11 14inch RAM 6GB ROM  1920x1080 p Full HD IPS pantalla Intel  Quad Core CPU Windows10 PRO system,4690000,//www.jd.id/product/ace-pad-s11-14inch-ram-6gb-rom-1920x1080-p-full-hd-ips-pantalla-intel-quad-core-cpu-windows10-pro-system_51054460/502301701.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,Ace,Ace-Pad S11 14inch RAM 6GB ROM  1920x1080 p Full HD IPS pantalla Intel  Quad Core CPU Windows10 PRO system,4399000,//www.jd.id/product/ace-pad-s11-14inch-ram-6gb-rom-1920x1080-p-full-hd-ips-pantalla-intel-quad-core-cpu-windows10-pro-system_51053247/502297061.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,Ace,Ace-Pad S11 14inch RAM 6GB ROM  1920x1080 p Full HD IPS pantalla Intel  Quad Core CPU Windows10 PRO system,4390000,//www.jd.id/product/ace-pad-s11-14inch-ram-6gb-rom-1920x1080-p-full-hd-ips-pantalla-intel-quad-core-cpu-windows10-pro-system_51052481/502294671.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,Ace,Ace-Pad S156  Laptop15.6 inch Windows 10 English Version Intel Cherry Trail X5-Z8350QuadCore 1.44GHz 4GB RAM 64GB eMMC notebook,3690000,//www.jd.id/product/ace-pad-s156-laptop15-6-inch-windows-10-english-version-intel-cherry-trail-x5-z8350quadcore-1-44ghz-4gb-ram-64gb-emmc-notebook_51107022/502421209.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,Ace,Ace-Pad Z156 15.6inch  6GB RAM 64GB SSD 500GB HDD Windows10system Apollo Lake Quad Core 1920*1080FHD IPS laptop screen ultrabook,4690000,//www.jd.id/product/ace-pad-z156-15-6inch-6gb-ram-64gb-ssd-500gb-hdd-windows10system-apollo-lake-quad-core-1920-1080fhd-ips-laptop-screen-ultrabook_51056961/502311041.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,Ace,Ace-Pad Z156 15.6inch  6GB RAM 64GB SSD1000GB HDD Windows10system Apollo Lake Quad Core 1920*1080FHD IPS laptop screen ultrabook,4890000,//www.jd.id/product/ace-pad-z156-15-6inch-6gb-ram-64gb-ssd1000gb-hdd-windows10system-apollo-lake-quad-core-1920-1080fhd-ips-laptop-screen-ultrabook_51056986/502311093.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ACER,"ACER A315-41-R5Z6 15.6"" HD/ AMD Ryzen 7 2700U/8GB/1TB+128GB SSD/AMD Radeon Vega 10/WIN 10 - Obsidian Black",10099000,//www.jd.id/product/acer-a315-41-r5z6-15-6-hd-amd-ryzen-7-2700u-8gb-1tb-128gb-ssd-amd-radeon-vega-10-win-10-obsidian-black_10560327/101242373.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,ACER,"ACER A514-51K-31U6 NX.H9VSN 14"" HD/Intel Core i3 7020U/4GB/1TB/Intel UHD Graphics/WIN 10 - Silver",5699000,//www.jd.id/product/acer-a514-51k-31u6-nx-h9vsn-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-silver_11691185/103858941.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ACER,"ACER A515-41G-F79R NX.GPYSN.002 15.6""/AMD FX-9800P/8GB/1TB/Radeon RX540 2GB/Elinux - Black",8199000,//www.jd.id/product/acer-a515-41g-f79r-nx-gpysn-002-15-6-amd-fx-9800p-8gb-1tb-radeon-rx540-2gb-elinux-black_10422629/100919427.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire 3 A314-32 NX.GVYSN.004 14""/Celeron N4000/4GB/1TB/Intel HD Graphics/Win 10 - Black",4049000,//www.jd.id/product/acer-aspire-3-a314-32-nx-gvysn-004-14-celeron-n4000-4gb-1tb-intel-hd-graphics-win-10-black_10414482/100896282.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire 3 A315-41G UN.GYBSD.002 15.6""/AMD Ryzen 3 2200U/4GB/1TB/AMD Radeon 535 2GB/WIN 10 Home - Black",5874000,//www.jd.id/product/acer-aspire-3-a315-41g-un-gybsd-002-15-6-amd-ryzen-3-2200u-4gb-1tb-amd-radeon-535-2gb-win-10-home-black_10472991/101048313.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire 6 - Marvel’s Avengers: Infinity War Captain America Edition 15.6""FHD/Intel Core i5-8250U/4GB/1TB/NVIDIA GeForce MX150 2GB/Windows 10 Home",8999000,//www.jd.id/product/acer-aspire-6-marvel-s-avengers-infinity-war-captain-america-edition-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-windows-10-home_10284931/100623280.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire A314-33-C1V8 NX.H6QSN.001 14""/Intel Celeron N4000/4GB/500GB/Intel UHD Graphics/WIN 10 - Red",3899000,//www.jd.id/product/acer-aspire-a314-33-c1v8-nx-h6qsn-001-14-intel-celeron-n4000-4gb-500gb-intel-uhd-graphics-win-10-red_11602314/103753831.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire A314-33-C3A1 NX.H6ASN.001 14"" HD/Intel Celeron N4000/4GB/500GB/Intel UHD Graphics/WIN 10 - Black",3899000,//www.jd.id/product/acer-aspire-a314-33-c3a1-nx-h6asn-001-14-hd-intel-celeron-n4000-4gb-500gb-intel-uhd-graphics-win-10-black_11602326/103753849.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire A314-41-9556 NX.H6MSN.001 14""/AMD A9-9420E/4GB/1TB/AMD Radeon R5/WIN 10  - Black",4499000,//www.jd.id/product/acer-aspire-a314-41-9556-nx-h6msn-001-14-amd-a9-9420e-4gb-1tb-amd-radeon-r5-win-10-black_11602131/103753590.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,ACER,"ACER Aspire A314-41-983D NX.H7MSN.001 14""/AMD A9-9420E/4GB/1TB/AMD Radeon R5/WIN 10 - Blue",4499000,//www.jd.id/product/acer-aspire-a314-41-983d-nx-h7msn-001-14-amd-a9-9420e-4gb-1tb-amd-radeon-r5-win-10-blue_11602171/103753684.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ACER,"ACER ASPIRE E5-476G NX.GXOSN.002 14""/Intel Core i5-8250U/4GB/1TB/NVIDIA GeForce MX150 2GB/Elinux - Steel Grey",7999000,//www.jd.id/product/acer-aspire-e5-476g-nx-gxosn-002-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-elinux-steel-grey_10186142/100409010.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ACER,"ACER E5-476-386Q NX.GZQSN.001 14""/Intel Core i3-7020U/4GB/1TB/Integrated Graphics/WIN 10 - Gray",6099000,//www.jd.id/product/acer-e5-476-386q-nx-gzqsn-001-14-intel-core-i3-7020u-4gb-1tb-integrated-graphics-win-10-gray_10414538/100896373.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ACER,"ACER E5-476G-32BL NXGX0SN007 14"" HD/Intel Core i3 8130U/4GB/1TB/NVIDIA GeForce MX150 2GB/WIN 10 - Grey",6999000,//www.jd.id/product/acer-e5-476g-32bl-nxgx0sn007-14-hd-intel-core-i3-8130u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-grey_11603808/103757031.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc,ACER,"ACER E5-476G-56VN NX.GX0SN.005 14""/Intel Core i5-8250U/4GB/1TB/Nvidia GeForce MX150 2GB/WIN 10 - Silver",8499000,//www.jd.id/product/acer-e5-476g-56vn-nx-gx0sn-005-14-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx150-2gb-win-10-silver_11057082/102311365.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator Nitro 5 AN515-52 15.6"" HD/Intel Core i5-8300H/8GB/1TB/Nvidia GeForce GTX1050 4GB/WIN10Home - Black",11699000,//www.jd.id/product/acer-predator-nitro-5-an515-52-15-6-hd-intel-core-i5-8300h-8gb-1tb-nvidia-geforce-gtx1050-4gb-win10home-black_10443746/100980520.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator Nitro 5 AN515-52 15.6"" HD/Intel Core i7-8750H/8GB/1TB/Nvidia GeForce GTX1060 6GB/WIN10 Home - Black",17099000,//www.jd.id/product/acer-predator-nitro-5-an515-52-15-6-hd-intel-core-i7-8750h-8gb-1tb-nvidia-geforce-gtx1060-6gb-win10-home-black_10443564/100980161.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator Nitro 5 SPIN NP515-51 15.6"" FHD/Intel Core i7-8550U/16GB/1TB+256GB SSD/NVIDIA GeForce GTX 1050 4GB/WIN 10 - Black",21899000,//www.jd.id/product/acer-predator-nitro-5-spin-np515-51-15-6-fhd-intel-core-i7-8550u-16gb-1tb-256gb-ssd-nvidia-geforce-gtx-1050-4gb-win-10-black_10345405/100726021.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator PH315-51 White Edition 15.6"" FHD/Core i7-8750H/2x8GB/1TB+256GB SSD/Nvidia GeForce GTX1060 6GB/WIN10 Home - White",26499000,//www.jd.id/product/acer-predator-ph315-51-white-edition-15-6-fhd-core-i7-8750h-2x8gb-1tb-256gb-ssd-nvidia-geforce-gtx1060-6gb-win10-home-white_10855465/101757198.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator PH317-51 Helios 300 17""/Core i7-7700HQ/2x 8GB/1TB+256GB SSD/GTX 1060 6GB/Win10 - Black Red",22349000,//www.jd.id/product/acer-predator-ph317-51-helios-300-17-core-i7-7700hq-2x-8gb-1tb-256gb-ssd-gtx-1060-6gb-win10-black-red_10074683/100178328.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator PH517-51 (Helios 500) 17.3"" UHD/Intel Core i7-8750H/2x8GB/1TB+256GB SSD/Nvidia GeForce GTX1070 8GB/WIN10 - Black",33499000,//www.jd.id/product/acer-predator-ph517-51-helios-500-17-3-uhd-intel-core-i7-8750h-2x8gb-1tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win10-black_10855478/101757216.html
https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc,ACER,"ACER Predator PH517-51 (Helios 500) 17.3"" UHD/Intel Core i7-8750H/2x8GB/1TB+256GB SSD/Nvidia GeForce GTX1070 8GB/WIN10 - Black",33499000,//www.jd.id/product/acer-predator-ph517-51-helios-500-17-3-uhd-intel-core-i7-8750h-2x8gb-1tb-256gb-ssd-nvidia-geforce-gtx1070-8gb-win10-black_10855478/101757216.html
